Categorie;Email
Basisinformatie;Ik heb in december 2014 het extraatje voor minima aangevraagd en per post het formulier gestuurd.  Omdat ik geen ontvangst bevestiging heb ontvangen en niks heb ontvangen heb ik vandaag telefonisch contact opgenomen met dwi. Ik kreeg te horen dat ze de  aanvraag niet binnen hebben gekregen en dat het misschien aan de post ligt. Over de vraag wat ik nu moet doen, zei ze dat ze weinig voor mij kan betekenen en dat ik beter een klacht kan indienen. Hierbij dus mijn klacht.Dat ik het extraatje waar ik recht op had krijg
Openbare Ruimte;Ik ben ondernemer op de Ceintuurbaan. Ik stoor mij aan het aantal laden en los plekken tussen de Ferdinand Bolstraat en de Tweede Helmersstraat. Er zijn hier 8 laden en los plekken. Deze zijn tot 16.00 niet beschikbaar voor het publiek. Deze plekken worden veelal niet gebruikt.Het verminderen van het aantal laad of los plekken, of het vervroegen van de tijd  dat de plekken zijn bestemd voor het laden en lossen.
Openbare Ruimte;Hallo,<br /><br />Ik ben doof, dus kan niet telefoneren, daarom deze mail<br /> <br />Ik heb onlangs een Amerikaanse meisje via datingssite leren kennen. Inmiddels al 1 maand.<br />Ze verblijft op dit moment in Zuid-Afrika wegens haar studie universiteit. Haar officiele woonplaats is in Amsterdam.<br />Toen ze geld aan mij vroeg voor haar studie, omdat haar ouders al overleden is. begon ik twijfelen. Ik vrees voor oplichterij.<br /> <br />Kan je snel nazien want ze zei dat ze vandaag geld nodig heeft voor universiteit om haar diploma Masters af te halen en ik moet het geld via Western Union opsturen.<br /> <br />Kan je voor mij controleren of haar woonplaats klopt, aub.<br /><br />Ik vrees voor scam. <br /><br /> <br />Dijkstra Klara<br />Voorburgstraat 250<br />1059 VD Amsterdam<br /> <br />Dank U wel.<br /> <br />In afwachting op uw snelle antwoord, groet ik U vriendelijk<br /> <br />Kurt De Voecht<br />Frans De Schutterlaan 43<wbr />/2<br />2850 Boom<br />BelgiumNee
Openbare Ruimte;Brief 8 april 80003632 Herhaalde aanmaning. <br />Zie bijlageSerieuze maatregelen nemen om zowel de toon, de leesbaarheid <wbr />/ volledigheid en de waarheid van de brief <wbr />/ de communicatie te waarborgen.
Openbare Ruimte;Geachte heer<wbr />/mevrouw,<br /><br />We hebben afgelopen zaterdag geparkeerd bij de P+R in de Amsterdam RAI en na afloop het volledige tarief (a €17,-) moeten betalen omdat we een gezonde wandeling prefereerden boven een ritje met de tram.<br /><br />We voelen ons nu eigenlijk een beetje beroofd.<br /><br />Zie bijgevoegde bestand 'klacht P+R.docx' voor de complete uitleg.Nee
Openbare Ruimte;Liander heeft vorige week een brief bezorgd waarin aangegeven wordt dat van 9u tot 15:30 er geen stroom zal zijn in onze buurt. Wij zijn een tandartsenpraktijk met 7 kamers en hebben wel onze huur en andere verplichtingen. Door deze werkzaamheden missen wij duizenden euro's. Het tijdstip en de dag had niet onhandiger gekozen kunnen worden. Met wegwerkzaamheden wordt in de nacht gewerkt, zodat anderen zo min mogelijk hinder ondervinden. Ik had het beter gevonden als er was gekozen voor avonduren, of een zaterdag overdag.Terugkoppeling geven waarom Liander voor deze tijden heeft mogen kiezen en of dit voorkomen kan worden voor in de toekomst. Duizenden euro's mislopen in deze tijden is onwenselijk voor elk bedrijf en de tijden van 9 tot 15:30 zijn precies onze drukste momenten.
Parkeren;telefonische bereikbaarheid, ik zit op dit moment al 20 minuten in de wachtstand, zonder enige tussentijdse informatie.de telefonische beriekbaarheid verbeteren.
Openbare Ruimte;Ik heb een klacht over de heer Kraaijenbrink van het DWI.Op een gegeven moment in het telefoongesprek zegt deze heer: ''t Is heel simpel,U zit in een traject ,zal ik je even uitleggen,U zit toch in een traject?Klopt dat?'Daar zeg ik op: 'Ja, ik ben gedwongen in een traject mee te doen,ja.'Waarop hij zegt : Nou ja , niet gedwongen. U zit in een traject'<br />Waarop ik weer corrigerend op reageer met:'Nee,nee ik word gedwongen'<br />Daarop zegt hij:'daar ga ik niet over discussieren'Daarop zeg ik: ' U zegt van nee ,dan zeg ik van ja'Zegt hij : Mag ik even, mag ik even?'Zeg ik: 'Maar U zegt van nee.'Hij weer : 'Mag ik even uitleggen geven anders hang ik nu op. Ik heb geen tijd ok?'Daarop zeg ik :'Deze manier van omgang vind ik niet vriendelijk van U'Waarop hij zegt hij,zijn stem verheffend :'Dag Meneer, dag meneer Halkes, tot ziens' En hangt op<br />Ik wil dat de heer Kraaijenbrink zijn excuses voor zijn onbehoorlijke gedrag aanbiedt . En dat het DWI zijn medewerkers klantvriendelijker opleidt.
Belasting, Werk en Inkomen;Er is in onze straat glasvezel aangelegd, met een grote schakelkast onder mijn balkon, maar hoe kan ik daarvan gebruik maken? Providers geven aan dat onze postcode geen toegang heeft. Bij wie moet ik zijn voor meer informatie?Nee
Parkeren;Afgelopen woensdag geparkeerd in P&R Bos en Lommerplein.<br />Volgens beschrijving: na 10:00 uur € 1,-. Echter de automaat bij binnenkomst werkte niet op deze manier. Derhalve moesten we nu € 12,- betalen.Nee
Openbare Ruimte;Vanaf oktober vorig jaar ben ik bezig met diverse personen van het stadsdeel en de politie om ervoor te zorgen dat een supermarkt in de Kinkerstraat op nummer 344 en een sigarenwinkel op nummer 380, die geen avondwinkelvergunning hebben, na 10 uur 's avonds dicht gaan. Ik heb een vergunning voor een avondwinkel en ondervind veel hinder van het feit dat deze winkels na 10 uur 's avonds open zijn.Dat beide hierboven genoemde zaken op de Kinkerstraat zich houden aan de openingstijden in hun vergunning.
Openbare Ruimte;Op 16 februari jongstleden had ik informatie opgestuurd om te bewijzen dat mijn BRP inschrijving legaal en correct was. Om onbekende redenen werd dit onvoldoende geacht en werd ik op 25 februari opgebeld. De telefonische medewerkster was uitermate onbehulpzaam en zeer onvriendelijk in het uiteenzetten van de procedure die ik moest volgen om alsnog te bewijzen dat ik legaal ingeschreven stond op mijn woonadres. Meerdere malen legde ik uit dat ik geen pen en papier bij de hand had om benodigde informatie te noteren. De telefonische medewerkster had hier echter geen oor naar en toonde geen enkele flexibiliteit om het per e-mail of de post op te sturen. Het gehele gesprek heeft een bijzonder nare nasmaak achter gelaten bij mij. Ik voelde mij onjuist bejegend aangezien gebleken is dat ik geheel terecht op mijn adres was ingeschreven, maar ik haast als een crimineel aan de telefoon werd behandeld.Graag zou ik zien dat er betere service wordt geleverd. Als mij om informatie of bepaalde acties wordt gevraagd, help ik hier graag aan mee. Als dit echter op een dergelijk onprettige wijze gaat, stuit dit mij zeer tegen mijn borst. Ik wens dan ook niet behandeld te worden alsof ik een misdaad heb begaan, als er niets bewezen is of hier geen aanleiding tot is.
Belasting, Werk en Inkomen;Aanvraag parkeerkaart invaliden ingediend met alle documenten erbij en niets gehoord.invalidenkaart afgeven
Openbare Ruimte;Bij het wijzigen van mijn adres in Amsterdam ontstond er een foutmelding tijdens het invullen van de postcode. Ik vulde de juiste postcode met het aantal letters en cijfers in maar hij gaf aan dat ik een foute postcode invulde. De postcode is 1054VW.<br /><br />MVG, <br />Aniek Stroeken<br />Per e-mail
Openbare Ruimte;Mensen die in auto's rijden met logo van de gemeente Amsterdam parkeerden deze auto's dusdanig dat vrachtwagens de daar tussen gelegen plek bestemd voor laden en lossen niet konden bereiken. Er was genoeg parkeerplek in de buurt waar de auto's konden staan zonder hinder voor deze laad en los plek. Kenteken: 27-Sp-KZ en 47-RJ-KB. Hebben ruim uur geparkeerd staan. Vrachtwagen heeft half uur moeten wachten tot deze auto's weg waren. Vrachtwagen blokkeerde hierdoor doorgaand verkeer. Auto's had ontheffing voor parkeren, maar reactie van medewerkers Amsterdam was: u moet niet zo janken met beweging vuisten bij de oogjes aslof tranen weggeveegd worden. Ga nu maar uw palletjes lossen. Was vrij forse meneer die dit zij.Nee
Parkeren;Met afschuw lees ik dat bij de intocht van Sinterklaas de zwarte Pieten deels worden aangepast. Ruim 80% van de Nederlandse bevolking wil dit niet!!!!! <br />Stop deze waanzinZwarte Piet moet ZWART blijven
Parkeren;Er ligt altijd in de hele buurt<wbr />/ straat veel zwerfvuil. Dit is iets wat al een tijd speelt. Het valt mw op dat het altijd vies is. Er is een groot veschil met andere steden en buurtenVaker schoonmaken en in de gaten houden. De buurt ziet er verwaarloosd uit
Openbare Ruimte;Melding vuilcontainer 1127 VOL  dossiernr. Mora 0289438  gemeld 19dec. en thans, zat, 20 dec. 12:30 is de situarie niet opgelostAlsnog z.s.m. probleem oplossen en niet pas maandag want de vuilhoop voor de container wordt alsmaar groter.
Openbare Ruimte;Ik wil een klacht indienen tegen de ambtenaar die mijn in oktober mijn ID-kaart heeft uitgereikt. Zij liet me weten dat ik voorzichtiger om diende te gaan met mijn identiteitsdocumenten. Ik wist niet wat ik hoorde. Het gaat om twee vermissingen in mijn complete leven. Tussen de twee vermissingen zat een periode van 3,5 jaar. Ik vind het volslagen belachelijk dat ik vermanend door een ambtenaar wordt toegesproken hiervoor en stel dit soort gedrag niet op prijs. <br /><br />(Ik heb de vermissingen trouwens meteen doorgegeven, de vermissing van de ID-kaart bij burgerzaken en de vermissing van mijn paspoort in januari 2011 gemeld bij de politie in Belgie.)Zich beter gedragen tegenover een goedwillende burger die twee keer in zijn leven een identiteitsdocument verliest.
Belasting, Werk en Inkomen;ouver mijn uitkerinngaub, ik wil mijn loon van mand november, en lat mijn uitkering doorloupte,nnu heb ik geen geld en is bijna 24 <wbr />/ 25 <wbr />/ selvester en oude nieuw en ik heb geen geld, mijn uitkering is getroken, warom, bin haart passent, en ik heb nu honger ik heb neit om te ete, helpt u mij mijnheer de buurgemeester aub, ik geen uitnodiging gekrijgt van mmijnheer schuurmaan hess (dwi) ik heb  moelijk tijd, aub, ik wil mijn uitkering om verder leven, mijn dank is groot, h. souayah, tel 0683840312<br /><br />M.v.groet.
Basisinformatie;Prinsengracht, Keizersgracht, Herengracht en Singel allemaal het laatste stuk richting Brouwersgracht afgesloten in verband met werkzaamheden.<br />Wie bedenkt zo iets en wie geeft daar vergunning voor.<br />Niet alleen de gewone automobilist weet niet meer welke kant hij op moet, maar ik hou mijn hart vast als eer hulpdiensten naar toe moeten.Beter nadenken over consequenties
Openbare Ruimte;In oktober 2014 is mij een brief opgestuurd betreffende het kindpakket van DWI. Ik heb toen voor mijn dochter de activiteitenwaardebon-formulier ingevuld en opgestuurd. Daar heb ik heel netjes een brief van DWI van gekregen dat het akkoord is en dat ik me kon aanmelden bij het Sportfondsenbad Oost. Toen heb ik veel later het aanvraagformulier gekregen voor de kledingbon. Ook dit formulier heb ik ingevuld en netjes terug gestuurd voor de aangegeven datum van 6 november. In de brief stond dat ik binnen 6 weken bericht krijg over de kledingbon. Ik heb het op 2 november 2014 terug gestuurd. Ik ging er dan ook vanuit dat ik half december bericht zou krijgen over de kledingbon. Nou hoor ik van verschillende mensen dat 15 december de laatste ophaaldag was???? Ik ga er nog steeds vanuit dat ik bericht krijg. Ik heb van alle administratie met DWI altijd kopieen gemaakt van de opgestuurde en ontvangen formulieren zo ook van deze. Ik weet dan ook nog steeds niet waarom ik niets heb gehoord.Het doorgeven van de stand van zaken betreffende mijn aanvraag van mijn aanvraag voor de kledingbon. En deze verder afhandelen zoals ze ook netjes hebben gedaan voor de activiteitenbon.
Basisinformatie;Er zijn meerdere mor meldingen aangemaakt vanaf februari t<wbr />/m heden welke nog niet behandeld zijn.<br />Ik probeer al sinds eind februari telefonisch contact te krijgen met openbare ruimte, maar krijg steeds te horen dat er niet opgenomen word. Vervolgens is mij een aantal keren beloofd dat ik teruggebeld word. Ook dit gebeurd niet.Nee
Openbare Ruimte;Er ligt nog steeds een berg afval voor de deur.Meldingsnummer 0372962De rotzooi opruimen .
Openbare Ruimte;Geluidsoverlast bouwwerkzaamheden aan Atrium gebouw Zuidas.<br /><br />Deze werkzaamheden vinden in de avond, nacht en in het weekend plaatsPer e-mail
Parkeren;Heb op 5 mei een parkeer dag kaart gekocht voor Euro 18. Later die dag bleek dat je op 5 mei niet hoeft te betalen voor parkeren en dat de kaart daarom 6 mei aan gaf. De automaat gaf niet aan tot het vrij prakeren was die dag en liet ook op geen enkele wijze de datum zien. Alleen bij het uitprinten bleek dat het geldig is op 6 mei. Vandaag 6 mei zal de auto de hele dag in Rijswijk staan en niet in Amsterdam daarom verzoek om restitutie van Euro 18.Nee
Parkeren;Op 28-10-14 hebben wij een parkeerboete betaald op rek. NL72INGB0004585272 dienst Amsterdam. Op 10-11-14 hebben wij deze weer teruggestort gekregen op onze rek. met melding onbekende boete. Nu blijkt dat zonder enig bericht de boete met aanmaning van het salaris van mijn man afgeschreven is. Hoe kan dit? Voor zover wij na kunnen gaan kloppen de namen en de rek.nummers.Uitzoeken hoe dat kan en ev. het geld terugstorten.
Openbare Ruimte;Goedemiddag,<br /><br />Ik weet dat ik in een bouwgebied woon (houthavens) maar ik zou het toch op prijs stellen als ik van tevoren zou worden ingelicht over grote werkzaamheden, zoals gisteren beginnen. Ze zijn de betonnen vloerplaten en het skate park aan het verwijderen. Graag zou ik weten wat ze precies aan het doen zijn en hoe lang dit nog duurtOns volgende keer van tevoren inlichten, het zorgt voor best veel overlast. Zowel geluidsoverlast als verkeersoverlast (er is een pad weggenomen en veranderd in een zandbak)
Openbare Ruimte;Bij de aanleg van het nieuwe parkeerterrein nabij het Noorderhof is het nu een grote puinhoop. De werkzaamheden zijn zo'n twee weken geleden voltooid, maar de hopen zand en stenen liggen er nog. Dit is erg handig voor potentiele auto inbrekers. De stenen liggen er al en de bergen zand belemmeren het zicht vanaf de weg. Daarbij is het parkeerterrein ook slecht verlicht. Afgelopen weekend zijn er op dit terrein weer 4 autoruiten gesneuveld!<br />Het is al heel lang bekend dat dit terrein vooral 's nachts een populaire hangplek is waar veel overlast wordt veroorzaakt, maar er worden nooit maatregelen getroffen. Waarom onderneemt het stadsdeel niks tegen deze overlast? Mijn buurvrouw durft 's nachts niet eens meer te parkeren op het terrein en zet de auto op de stoep met risico van een fikse bekeuring. Het is hier 's nachts een walhalla voor criminelen!<br /><br />Met spoed cameratoezicht plaatsen, de aannnemer opdracht geven om de troep op te ruimen
Belasting, Werk en Inkomen;Geachte mijnheer, mevrouw,<br />Mijn partner uit Brazilie (woonachtig in Brazilie, op vakantie in NL) en ik willen een geregistreerd partnerschap aangaan. Daartoe hebben wij een afspraak gemaakt bij de gemeente, stadsdeel centrum, voor het inleveren van de M46 verklaring. Ter plekke werd onze aanvraag niet in behandeling genomen omdat gesteld werd dat er een uittreksel van het bevolkingsregister + bewijs van ongehuwdheid van mijn partner nodig zijn. Echter, op uw website staat worden naast het te downloaden formulier alleen de paspoort vermeld, als ik via de zoekmachine informatie over de M46 opzoek. Zie: http:<wbr />/<wbr />/www.amsterdam.nl<wbr />/veelgevraagd<wbr />/?productid=%7b7116B289-270B-47B2-AA69-C080A8D4CE86%7d<br />Een heel vervelende verrassing voor ons, door deze slechte informatievoorziening loopt ons geplande partnerschap en de emigratie vertraging op.Nee
